Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,874.0,4.54,0.0,3.0,0.0,852.0,0.0,706.0,6.98
BUENOS AIRES,25 de Mayo,Del Valle,6854020,181.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,192.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,181.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0.0,782.0,0.0,6.0,167.0,0.0,0.0,327.0,1.28
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
BUENOS AIRES,25 de Mayo,Ernestina,6854030,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
BUENOS AIRES,25 de Mayo,Pedernales,6854070,568.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,575.0
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100,4.31,3.35,82.0,6.23,83.0,1.0,0.0,831.0,14.89
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,450.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,510.0
BUENOS AIRES,9 de Julio,Dudignac,6588040,0.0,0.0,1.0,0.0,0.0,0.0,0.0,463.0,464.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,199.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,203.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,0.0,0.0,0.0,118.0,0.0,0.0,0.0,42.0,160.0
BUENOS AIRES,9 de Julio,Patricios,6588110,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,780.0,0.0,1.0,1.42,1.0,0.0,0.0,283.0,2.48
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0.0,0.0,0.0,390.0,0.0,2.0,0.0,14.0,406.0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,208.0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,549.0,0.0,2.0,943.0,0.0,0.0,0.0,313.0,1.81
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0.0,0.0,0.0,654.0,6.0,0.0,0.0,57.0,717.0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,457.0,0.0,6.0,1.0,0.0,0.0,0.0,8.0,472.0
BUENOS AIRES,Alberti,Mechita,6021030,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010,214.0,9.3,59.0,11.44,2.0,1.0,0.0,26.0,21.04
BUENOS AIRES,Almirante Brown,Burzaco,6028010,142.0,16.63,35.0,11.33,40.0,2.0,0.0,310.0,28.49
BUENOS AIRES,Almirante Brown,Claypole,6028010,5.0,7.65,3.0,4.14,13.0,0.0,0.0,2.0,11.81
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0.0,5.41,0.0,0.0,0.0,0.0,0.0,1.0,5.41
BUENOS AIRES,Almirante Brown,Glew,6028010,55.0,8.23,10.0,11.65,12.0,0.0,0.0,54.0,20.01
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0.0,7.43,1.0,1.41,2.0,0.0,0.0,1.0,8.85
BUENOS AIRES,Almirante Brown,Longchamps,6028010,30.0,9.66,20.0,14.74,24.0,0.0,0.0,1.0,24.47
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,2.0,5.42,3.0,44.0,2.0,0.0,0.0,1.0,5.47
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,3.0,3.47,4.0,4.07,4.0,0.0,0.0,1.0,7.55
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,37.0,10.55,15.0,9.93,193.0,0.0,0.0,340.0,21.06
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,26.0,4.3,4.0,3.25,131.0,0.0,0.0,2.0,7.71
BUENOS AIRES,Almirante Brown,San Jose,6028010,3.0,9.38,2.0,167.0,0.0,3.0,0.0,1.0,9.55
BUENOS AIRES,Arrecifes,Arrecifes,6077010,906.0,1.15,12.0,4.39,60.0,1.0,0.0,1.88,8.4
BUENOS AIRES,Arrecifes,Todd,6077020,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,304.0
BUENOS AIRES,Arrecifes,Viña,6077030,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
BUENOS AIRES,Avellaneda,Avellaneda,6035010,1.49,8.66,48.0,5.9,68.0,5.0,0.0,80.0,16.25
BUENOS AIRES,Avellaneda,Crucesita,6035010,1.0,4.89,0.0,2.83,2.0,0.0,0.0,0.0,7.71
BUENOS AIRES,Avellaneda,Dock Sud,6035010,11.0,675.0,0.0,2.42,12.0,0.0,0.0,26.0,3.14
BUENOS AIRES,Avellaneda,Gerli,6035010,3.0,5.97,0.0,4.53,0.0,0.0,0.0,0.0,10.51
BUENOS AIRES,Avellaneda,Pineyro,6035010,9.0,5.95,1.0,2.4,0.0,0.0,0.0,0.0,8.36
BUENOS AIRES,Avellaneda,Sarandí,6035010,1.94,9.97,67.0,11.9,4.0,3.0,0.0,1.0,23.88
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,16.0,8.81,2.0,7.11,11.0,0.0,0.0,626.0,16.58
BUENOS AIRES,Avellaneda,Wilde,6035010,2.05,12.46,66.0,13.34,8.0,0.0,0.0,87.0,28.01
BUENOS AIRES,Ayacucho,Ayacucho,6042010,2.05,0.0,2.0,0.0,0.0,0.0,0.0,139.0,2.19
BUENOS AIRES,Ayacucho,La Constancia,6042020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
BUENOS AIRES,Ayacucho,Solanet,6042030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,47.0
BUENOS AIRES,Azul,Azul,6049020,2.42,13.92,51.0,56.0,65.0,2.0,0.0,1.15,17.66
BUENOS AIRES,Azul,Cacharí,6049030,0.0,0.0,2.0,0.0,0.0,0.0,0.0,521.0,523.0
BUENOS AIRES,Azul,Chillar,6049040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,565.0,566.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,4.69,103.21,402.0,9.97,493.0,14.0,0.0,2.76,121.54
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,0.0,193.0,4.0,6.0,5.0,0.0,0.0,153.0,361.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,373.0,1.49,1.0,0.0,0.0,0.0,0.0,15.0,1.88
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,9.0
BUENOS AIRES,Balcarce,Balcarce,6063010,1.5,11.09,38.0,37.0,47.0,0.0,0.0,883.0,13.6
BUENOS AIRES,Balcarce,Los Pinos,6063020,0.0,0.0,0.0,0.0,9.0,0.0,0.0,30.0,39.0
BUENOS AIRES,Balcarce,Napaleofú,6063030,0.0,0.0,0.0,15.0,0.0,0.0,0.0,50.0,65.0
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
BUENOS AIRES,Balcarce,San Agustín,6063050,0.0,0.0,0.0,0.0,3.0,0.0,0.0,72.0,75.0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0
BUENOS AIRES,Baradero,Baradero,6070010,1.73,6.9,0.0,3.0,0.0,1.0,0.0,809.0,9.44
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,120.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,270.0
BUENOS AIRES,Baradero,Irineo Portela,6070020,0.0,0.0,0.0,1.0,0.0,1.0,0.0,76.0,78.0
BUENOS AIRES,Baradero,Santa Coloma,6070030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0
BUENOS AIRES,Benito Juárez,Barker,6084010,0.0,0.0,1.0,10.0,0.0,3.0,0.0,70.0,84.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,782.0,0.0,20.0,563.0,4.0,1.0,0.0,147.0,1.52
BUENOS AIRES,Benito Juárez,López,6084030,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,16.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0.0,0.0,0.0,20.0,0.0,1.0,0.0,100.0,121.0
BUENOS AIRES,Berazategui,Berazategui,6091010,1.62,17.63,42.0,24.2,57.0,6.0,0.0,49.0,43.6
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,16.0,74.0,0.0,15.24,0.0,0.0,0.0,0.0,15.34
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,17.0,1.47,0.0,1.62,0.0,0.0,0.0,0.0,3.11
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,2.02,1.46,0.0,0.0,0.0,0.0,0.0,16.0,3.5
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,130.0,6.48,2.0,9.0,3.0,0.0,0.0,0.0,15.61
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,501.0,2.23,4.0,3.06,0.0,0.0,0.0,90.0,5.88
BUENOS AIRES,Berazategui,Pereyra,6091010,9.0,242.0,1.0,310.0,0.0,0.0,0.0,0.0,562.0
BUENOS AIRES,Berazategui,Plátanos,6091010,0.0,1.94,0.0,2.2,1.0,0.0,0.0,0.0,4.14
BUENOS AIRES,Berazategui,Ranelagh,6091010,39.0,2.95,13.0,7.37,0.0,1.0,0.0,0.0,10.37
BUENOS AIRES,Berazategui,Villa España,6091010,2.0,1.22,0.0,2.12,0.0,0.0,0.0,0.0,3.34
BUENOS AIRES,Berisso,Berisso,6098010,4.2,12.54,23.0,7.19,29.0,0.0,0.0,368.0,24.35
BUENOS AIRES,Berisso,Villa Nueva,6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0
BUENOS AIRES,Berisso,Villa Arguello,6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0
BUENOS AIRES,Berisso,Villa Progreso,6098010,0.0,0.0,0.0,132.0,0.0,0.0,0.0,250.0,382.0
BUENOS AIRES,Bolívar,OTROS,Sin Datos,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
BUENOS AIRES,Bolívar,Pirovano,6105050,0.0,0.0,0.0,0.0,50.0,0.0,0.0,45.0,95.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,963.0,5.14,2.0,0.0,0.0,1.0,0.0,255.0,6.36
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0.0,0.0,6.0,2.0,6.0,0.0,0.0,71.0,85.0
BUENOS AIRES,Bolívar,Hale,6105010,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
BUENOS AIRES,Bragado,Bragado,6112010,674.0,4.14,10.0,127.0,0.0,0.0,0.0,212.0,5.16
BUENOS AIRES,Bragado,General O'Brien,6112030,321.0,0.0,0.0,83.0,0.0,0.0,0.0,36.0,440.0
BUENOS AIRES,Bragado,Irala,6112040,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,10.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0
BUENOS AIRES,Bragado,Warnes,6112090,135.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,151.0
BUENOS AIRES,Bragado,Comodoro Py,6112020,0.0,0.0,0.0,220.0,0.0,0.0,0.0,2.0,222.0
BUENOS AIRES,Bragado,Olascoaga,6112080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,1.8,5.0,0.0,1.53,2.0,0.0,0.0,1.14,4.48
BUENOS AIRES,Brandsen,Jeppener,6119070,676.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,678.0
BUENOS AIRES,Campana,Campana,6126030,1.98,17.77,1.0,9.78,18.0,5.0,0.0,43.0,29.59
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0.0,0.0,0.0,106.0,0.0,0.0,0.0,41.0,147.0
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,206.0,858.0,7.0,0.0,0.0,0.0,0.0,44.0,1.11
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1.23,5.14,33.0,2.26,0.0,1.0,0.0,526.0,9.19
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0.0,2.74,0.0,3.0,0.0,0.0,0.0,270.0,3.02
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0.0,0.0,0.0,0.0,0.0,2.0,0.0,233.0,235.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,60.0,0.0,0.0,686.0,0.0,0.0,0.0,141.0,887.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,228.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,255.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,180.0,3.96,0.0,82.0,0.0,0.0,0.0,89.0,4.31
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0
BUENOS AIRES,Carlos Casares,Cadret,6147020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,49.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,1.43,11.0,8.0,1.56,0.0,0.0,0.0,2.46,5.47
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0
BUENOS AIRES,Carlos Casares,Smith,6147100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0
BUENOS AIRES,Carlos Casares,Bellocq,6147010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,15.0,1.23,1.0,68.0,0.0,0.0,0.0,506.0,1.82
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.0,199.0
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,388.0,1.72,5.0,0.0,1.0,0.0,0.0,905.0,3.01
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0
BUENOS AIRES,Castelli,Castelli,6168010,67.0,1.11,0.0,1.12,0.0,2.0,0.0,28.0,2.33
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0.0,0.0,0.0,46.0,0.0,0.0,0.0,3.0,49.0
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
BUENOS AIRES,Chacabuco,Castilla,6210010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,274.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020,925.0,9.94,16.0,14.0,16.0,0.0,0.0,2.0,10.91
BUENOS AIRES,Chacabuco,O'Higgins,6210040,260.0,0.0,0.0,220.0,0.0,0.0,0.0,12.0,492.0
BUENOS AIRES,Chacabuco,Rawson,6210050,59.0,0.0,0.0,383.0,0.0,0.0,0.0,134.0,576.0
BUENOS AIRES,Chascomús,Chascomús,6217010,2.16,7.57,85.0,1.16,85.0,1.0,0.0,0.0,11.06
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,104.0,1.88,0.0,0.0,0.0,0.0,444.0,0.0,2.43
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,132.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2.63,9.05,119.0,976.0,119.0,1.0,0.0,3.17,16.07
BUENOS AIRES,Chivilcoy,La Rica,6224040,39.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,136.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0.0,338.0,0.0,546.0,0.0,0.0,0.0,29.0,913.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,50.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,52.0
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0
BUENOS AIRES,Colón,Colón,6175010,4.14,1.61,0.0,1.79,0.0,0.0,0.0,20.0,7.57
BUENOS AIRES,Colón,Sarasa,6175040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,852.0,20.57,48.0,6.0,0.0,6.0,0.0,0.0,21.48
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,120.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0.0,0.0,0.0,30.0,0.0,0.0,0.0,53.0,83.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,228.0,1.17,3.0,1.0,0.0,0.0,0.0,32.0,1.43
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0.0,0.0,0.0,32.0,0.0,0.0,0.0,5.0,37.0
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0.0,0.0,0.0,586.0,0.0,0.0,0.0,48.0,634.0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,342.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,649.0,2.06,3.0,5.0,0.0,0.0,0.0,171.0,2.88
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0.0,0.0,1.0,24.0,0.0,0.0,0.0,3.0,28.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,817.0,2.43,88.0,1.61,88.0,0.0,0.0,785.0,5.82
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0.0,0.0,1.0,1.53,0.0,0.0,0.0,546.0,2.07
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0
BUENOS AIRES,Coronel Suárez,San José,6203070,0.0,50.0,0.0,795.0,0.0,0.0,0.0,0.0,845.0
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0.0,17.0,0.0,515.0,0.0,0.0,0.0,0.0,532.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,0.0,63.0,0.0,648.0,0.0,0.0,0.0,0.0,711.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0.0,104.0,0.0,72.0,0.0,0.0,0.0,0.0,176.0
BUENOS AIRES,Daireaux,Daireaux,6231030,281.0,0.0,0.0,0.0,194.0,50.0,0.0,339.0,864.0
BUENOS AIRES,Daireaux,Salazar,6231060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0
BUENOS AIRES,Dolores,Dolores,6238010,1.57,11.07,1.0,8.0,0.0,0.0,325.0,0.0,12.98
BUENOS AIRES,Dolores,Sevigne,6238020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BUENOS AIRES,Ensenada,Ensenada,6245010,1.53,10.84,17.0,2.92,6.0,0.0,0.0,2.09,17.41
BUENOS AIRES,Ensenada,Villa Catela,6245010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
BUENOS AIRES,Escobar,Belen de Escobar,6252010,2.61,17.04,21.0,9.34,333.0,1.0,0.0,97.0,29.45
BUENOS AIRES,Escobar,El cazador,6252010,0.0,975.0,0.0,2.23,0.0,0.0,0.0,0.0,3.2
BUENOS AIRES,Escobar,Garín,6252010,4.44,9.76,3.0,3.65,2.0,2.0,0.0,11.0,17.86
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,933.0,4.26,3.0,3.09,1.0,0.0,0.0,300.0,8.59
BUENOS AIRES,Escobar,Loma Verde,6252010,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.06
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,404.0,4.53,0.0,14.0,2.0,0.0,0.0,14.0,4.96
BUENOS AIRES,Escobar,Matheu,6252010,1.24,2.58,2.0,23.0,3.0,2.0,0.0,58.0,3.91
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,237.0,6.67,6.0,12.0,1.0,0.0,0.0,153.0,7.08
BUENOS AIRES,Esteban Echeverría,Canning,6260010,3.0,3.64,0.0,1.05,1.0,0.0,0.0,288.0,4.98
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,0.0,6.28,0.0,4.0,2.0,2.0,0.0,89.0,6.37
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,4.0,7.44,2.0,1.76,1.0,0.0,0.0,77.0,9.28
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,211.0,27.78,61.0,24.8,70.0,4.0,0.0,312.0,53.24
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,164.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,359.0,0.0,6.0,82.0,0.0,0.0,0.0,0.0,447.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,2.0,7.17,2.0,0.0,0.0,2.0,0.0,0.0,7.17
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,1.15,0.0,0.0,1.91,0.0,0.0,0.0,164.0,3.22
BUENOS AIRES,Exaltación de la Cruz,El Remanso,6266030,397.0,0.0,0.0,335.0,0.0,0.0,0.0,43.0,775.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,223.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,231.0
BUENOS AIRES,Ezeiza,Canning,6270010,194.0,1.8,1.0,1.04,1.0,0.0,0.0,150.0,3.18
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,343.0,5.82,2.0,1.31,164.0,2.0,0.0,1.0,7.64
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,540.0,14.12,13.0,4.96,0.0,2.0,0.0,103.0,19.74
BUENOS AIRES,Ezeiza,La Unión,6270010,107.0,9.13,1.0,752.0,0.0,2.0,0.0,0.0,9.99
BUENOS AIRES,Ezeiza,OTROS,Sin Datos,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,571.0,11.16,5.0,900.0,18.0,0.0,0.0,8.0,12.66
BUENOS AIRES,Florencio Varela,Bosques,6274010,35.0,7.7,3.0,3.4,13.0,0.0,0.0,266.0,11.42
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,7.0,2.44,4.0,4.03,0.0,0.0,0.0,0.0,6.47
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,661.0,17.99,30.0,23.82,263.0,4.0,0.0,810.0,43.58
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,13.0,7.37,6.0,487.0,0.0,0.0,0.0,0.0,7.88
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,2.5,5.17,0.0,907.0,0.0,0.0,0.0,0.0,8.58
BUENOS AIRES,Florencio Varela,La Capilla,6274010,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
BUENOS AIRES,Florencio Varela,la rotonda,6274010,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0
